,OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length,BG_geoid,BG_label
1132,1133,E UNION ST,0.06137025,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,14891.0,449.0,,,"(47.61290803400004, -122.31548104099994)",324.0349388,530330086001,Blkgrp 0086001
1133,1134,M L KING JR WAY S,0.08317000000000001,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,11504.0,554.0,,,"(47.59672824100005, -122.29748792999999)",439.1169962,530330089002,Blkgrp 0089002
1134,1135,ROOSEVELT WAY NE,0.06293694,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12640.0,702.0,,,"(47.69492260800007, -122.31759424699999)",332.3070253,530330020003,Blkgrp 0020003
1135,1136,LATONA AVE NE,0.13464504,,,"In Street, Minor Separation",0.0,,LOCAL,11312.0,534.0,,,"(47.675907195000036, -122.32571085599994)",710.9258265,530330036004,Blkgrp 0036004
1136,1137,NE 55TH ST,0.04925417,,,"In Street, Minor Separation",0.0,,LOCAL,17041.0,634.0,,,"(47.66852574700005, -122.30061895399996)",260.061999,530330043022,Blkgrp 0043022
1137,1138,N 65TH ST,0.06794760000000001,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,15800.0,162.0,,,"(47.67595016300004, -122.32961099199997)",358.76329060000006,530330036004,Blkgrp 0036004
1138,1139,9TH AVE N,0.08063473,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,8531.0,351.0,,,"(47.62087893100005, -122.33976887299997)",425.7513632,530330072001,Blkgrp 0072001
1139,1140,10TH AVE E,0.12569584,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1292.0,100.0,,,"(47.62867031900004, -122.32021235399998)",663.6740137,530330065002,Blkgrp 0065002
1140,1141,31ST AVE S,0.06227572,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,4835.0,226.0,,,"(47.591232637000076, -122.29238443899999)",328.815723,530330095001,Blkgrp 0095001
1141,1142,PHINNEY AVE N,0.0502524,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12159.0,498.0,,,"(47.67529516900004, -122.35434978599994)",265.3325139,530330035002,Blkgrp 0035002
1142,1143,NE 115TH ST,0.02446886,,,"In Street, Minor Separation",0.0,,LOCAL,16357.0,615.0,,,"(47.71197743500005, -122.29252618899994)",129.1955774,530330007002,Blkgrp 0007002
1143,1144,35TH AVE NE,0.06207408,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,5367.0,244.0,,,"(47.688440480000054, -122.29065582399994)",327.7511588,530330024003,Blkgrp 0024003
1144,1145,S ORCAS ST,0.12790008,,,"In Street, Minor Separation",0.0,,LOCAL,20999.0,760.0,,,"(47.55115180400003, -122.27264717299994)",675.3124392999999,530330102003,Blkgrp 0102003
1145,1146,20TH AVE NE,0.12286126,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,2961.0,170.0,,,"(47.663075922000075, -122.30651728899994)",648.7074537000001,530330043021,Blkgrp 0043021
1146,1147,13TH AVE S,0.04543363,,,"In Street, Minor Separation",0.0,,LOCAL,1810.0,124.0,,,"(47.54705755300006, -122.31611273599998)",239.88958619999997,530330109002,Blkgrp 0109002
1147,1148,PHINNEY AVE N,0.04778402,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12156.0,498.0,,,"(47.67317360000004, -122.35437481499997)",252.2996403,530330035002,Blkgrp 0035002
1148,1149,ROOSEVELT WAY NE,0.06275001,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12646.0,708.0,,,"(47.700379457000054, -122.31766319899998)",331.3200395,530330019001,Blkgrp 0019001
1149,1150,FAUNTLEROY WAY SW,0.12809248,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10387.0,477.0,,,"(47.561107467000056, -122.38145621499996)",676.3283015,530330105001,Blkgrp 0105001
1150,1151,EAST MARGINAL WAY S,0.10265559,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,14418.0,461.0,,,"(47.53526052400008, -122.31482949699995)",542.0215211,530330109001,Blkgrp 0109001
1151,1152,N 41ST ST,0.0609756,,,Neighborhood Greenway,0.0,,LOCAL,15438.0,593.0,,,"(47.65665406200003, -122.34595195199995)",321.9511486,530330050002,Blkgrp 0050002
1152,1153,NE 42ND ST,0.02933655,,,Neighborhood Greenway,0.0,,LOCAL,16780.0,301.0,,,"(47.65769018100008, -122.32516106199995)",154.8969633,530330052003,Blkgrp 0052003
1153,1154,INTERURBAN TRL,0.19051367,12/31/2000 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,519940.0,0.0,,,"(47.719582856000045, -122.34876739699996)",1005.897851,530330004022,Blkgrp 0004022
1154,1155,32ND AVE NW,0.03703967,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,4984.0,229.0,,,"(47.673887611000055, -122.39837431399997)",195.5694833,530330032005,Blkgrp 0032005
1155,1156,MERIDIAN AVE N,0.06266572,,,"In Street, Minor Separation",0.0,,LOCAL,11827.0,567.0,,,"(47.70957009000006, -122.33400889199999)",330.87498230000006,530330006004,Blkgrp 0006004
1156,1157,WOODLAWN AVE N,0.0102659,,,Neighborhood Greenway,0.0,,LOCAL,13695.0,570.0,,,"(47.67413483100006, -122.33372917199995)",54.20294595,530330046001,Blkgrp 0046001
1157,1158,E ALDER ST,0.05892015,,,Neighborhood Greenway,0.0,,LOCAL,13782.0,131.0,,,"(47.60433315300003, -122.31021531899995)",311.0983869,530330087003,Blkgrp 0087003
1158,1159,N 36TH ST,0.05573864,,,Neighborhood Greenway,0.0,,LOCAL,15334.0,588.0,,,"(47.65051347800005, -122.33871092899994)",294.3000192,530330054003,Blkgrp 0054003
1159,1160,NE 117TH ST,0.06250516,,,Neighborhood Greenway,0.0,,LOCAL,16386.0,617.0,,,"(47.713903291000065, -122.30445309299995)",329.9974142,530330007004,Blkgrp 0007004
1160,1161,NE 125TH ST,0.04773278,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,16494.0,619.0,,,"(47.71932547400007, -122.30288859599995)",252.0291009,530330007003,Blkgrp 0007003
1161,1162,NE PACIFIC ST,0.13595864,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,18043.0,658.0,,,"(47.653682450000076, -122.317392542)",717.7150619,530330053022,Blkgrp 0053022
1162,1163,NE SURBER DR,0.13266889999999998,,,Neighborhood Greenway,0.0,,LOCAL,18099.0,275.0,,,"(47.65657246400008, -122.28626138299995)",699.9543485,530330041006,Blkgrp 0041006
1163,1164,32ND AVE NW,0.05465759,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,4981.0,229.0,,,"(47.67217692300005, -122.39834832399998)",288.59209599999997,530330032005,Blkgrp 0032005
1164,1165,55TH AVE S,0.06135774,,,Neighborhood Greenway,0.0,,LOCAL,7717.0,312.0,,,"(47.508793196000056, -122.26475736599997)",323.96884689999996,530330119005,Blkgrp 0119005
1165,1166,6TH AVE S,0.05239948,,,Neighborhood Greenway,0.0,,LOCAL,8015.0,332.0,,,"(47.554883146000066, -122.32689228599997)",276.6692473,530330109002,Blkgrp 0109002
1166,1167,BEACON WR AVE S,0.10258822,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9140.0,0.0,,,"(47.55006411800008, -122.30175727199997)",541.6658164,530330104023,Blkgrp 0104023
1167,1168,BEACON WR AVE S,0.13389431,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9158.0,0.0,,,"(47.53676154500005, -122.29316877099996)",706.9611464,530330110021,Blkgrp 0110021
1168,1169,FAUNTLEROY WAY SW,0.06021668,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10394.0,479.0,,,"(47.550234397000054, -122.38242500399997)",317.549663,530330106002,Blkgrp 0106002
1169,1170,FREMONT AVE N,0.05113592,,,Neighborhood Greenway,0.0,,LOCAL,10514.0,487.0,,,"(47.68031207000007, -122.34989130299999)",269.9976653,530330028003,Blkgrp 0028003
1170,1171,NICKERSON ST,0.06618389,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,11969.0,662.0,,,"(47.648310235000054, -122.35449335799996)",349.4509397,530330060004,Blkgrp 0060004
1171,1172,EAST GREEN LAKE WAY N,0.03463176,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,14071.0,459.0,,,"(47.66934432100004, -122.33996379099995)",182.85570859999999,530330046001,Blkgrp 0046001
1172,1173,SEATTLE BLVD S,0.07963155,,,"In Street, Major Separation",0.0,,CITYWIDE,8650.0,303.0,,,"(47.59648601400005, -122.32904621999995)",420.45458550000006,530330093002,Blkgrp 0093002
1173,1174,NE 80TH ST,0.12594555,,,"In Street, Minor Separation",0.0,,LOCAL,17611.0,648.0,,,"(47.68675975600007, -122.32025224299997)",664.9925248,530330027001,Blkgrp 0027001
1174,1175,SEWARD PARK AVE S,0.01884517,,,"In Street, Minor Separation",0.0,,LOCAL,337698.0,782.0,,,"(47.52981264600004, -122.26632688699999)",99.50249641,530330118006,Blkgrp 0118006
1175,1176,36TH AVE SW,0.12546872,,,Neighborhood Greenway,0.0,,LOCAL,5624.0,254.0,,,"(47.54834565200008, -122.37771635499996)",662.4748381,530330106001,Blkgrp 0106001
1176,1177,LAKEVIEW BLVD E,0.07984102,,,"In Street, Minor Separation",0.0,,LOCAL,11282.0,382.0,,,"(47.63590126200006, -122.322408742)",421.54567819999994,530330066001,Blkgrp 0066001
1177,1178,NW 117TH ST,0.06263719999999999,,,Neighborhood Greenway,0.0,,LOCAL,18192.0,666.0,,,"(47.71418069500004, -122.36088963399999)",330.7243989,530330004023,Blkgrp 0004023
1178,1179,37TH AVE NE,0.12600362,,,Neighborhood Greenway,0.0,,CITYWIDE,5718.0,257.0,,,"(47.73192075800006, -122.28836043999996)",665.299128,530330001001,Blkgrp 0001001
1179,1180,E ALDER ST,0.04904904,,,Neighborhood Greenway,0.0,,LOCAL,13796.0,417.0,,,"(47.60419482800006, -122.29370191399994)",258.97891180000005,530330088003,Blkgrp 0088003
1180,1181,BROOKLYN AVE NE,0.08177861,,,Neighborhood Greenway,0.0,,LOCAL,9490.0,387.0,,,"(47.672154834000025, -122.31417948699999)",431.79103560000004,530330044002,Blkgrp 0044002
1181,1182,E CHERRY ST,0.06089609,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13890.0,420.0,,,"(47.60801396200003, -122.30502495899998)",321.5313762,530330087001,Blkgrp 0087001
1182,1183,E LYNN ST,0.07995549,,,Neighborhood Greenway,0.0,,CITYWIDE,14323.0,176.0,,,"(47.639555304000055, -122.30897651699996)",422.16501229999994,530330062002,Blkgrp 0062002
1183,1184,42ND AVE S,0.05094614,,,Neighborhood Greenway,0.0,,LOCAL,6550.0,276.0,,,"(47.553410161000045, -122.28075264399996)",268.9956028,530330103001,Blkgrp 0103001
1184,1185,45TH AVE SW,0.12496562,,,Neighborhood Greenway,0.0,,LOCAL,6843.0,814.0,,,"(47.58299984900003, -122.38917380799995)",659.8184791,530330096002,Blkgrp 0096002
1185,1186,5TH AVE S,0.0579745,,,"In Street, Minor Separation",0.0,,LOCAL,7360.0,327.0,,,"(47.59835587800006, -122.32767067799995)",306.10538360000004,530330093002,Blkgrp 0093002
1186,1187,FAUNTLEROY WAY SW,0.06770284,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10405.0,475.0,,,"(47.541506413000036, -122.39004145299998)",357.40514939999997,530330106004,Blkgrp 0106004
1187,1188,FREMONT AVE N,0.1253315,,,Neighborhood Greenway,0.0,,LOCAL,10557.0,486.0,,,"(47.71777304300008, -122.35028610299997)",661.7503260999999,530330004024,Blkgrp 0004024
1188,1189,LAKE WASHINGTON BLVD,0.06369887,,,"In Street, Minor Separation",0.0,,LOCAL,11195.0,518.0,,,"(47.605915751000055, -122.28360654299996)",336.33002989999994,530330078001,Blkgrp 0078001
1189,1190,UTAH AVE S,0.1467868,,,Neighborhood Greenway,0.0,,LOCAL,13237.0,741.0,,,"(47.58822869900007, -122.33512020499995)",775.0342998,530330093002,Blkgrp 0093002
1190,1191,E DENNY WAY,0.03653802,,,Neighborhood Greenway,0.0,,CITYWIDE,13952.0,424.0,,,"(47.61873954100008, -122.320854484)",192.92076200000002,530330074022,Blkgrp 0074022
1191,1192,N 50TH ST,0.06810712,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,15641.0,598.0,,,"(47.66501582800004, -122.35146177899998)",359.6055697,530330049001,Blkgrp 0049001
1192,1193,N 62ND ST,0.04875125,,,Neighborhood Greenway,0.0,,LOCAL,15752.0,390.0,,,"(47.67401740500003, -122.35745225299996)",257.228748,530330035002,Blkgrp 0035002
1193,1194,26TH AVE E,0.11144229,,,Neighborhood Greenway,0.0,,CITYWIDE,3856.0,199.0,,,"(47.63790472900007, -122.29943399999996)",588.4152937999999,530330062001,Blkgrp 0062001
1194,1195,32ND AVE NE,0.04975539,,,Neighborhood Greenway,0.0,,LOCAL,4952.0,224.0,,,"(47.69164241000004, -122.29338706899995)",262.7084795,530330021001,Blkgrp 0021001
1195,1196,NE 75TH ST,0.07536107,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,17505.0,369.0,,,"(47.683145651000075, -122.32019707899997)",397.9011402,530330036001,Blkgrp 0036001
1196,1197,S KENYON ST,0.0264414,,,Neighborhood Greenway,0.0,,LOCAL,20578.0,748.0,,,"(47.531553888000076, -122.27587474299997)",139.6105866,530330118005,Blkgrp 0118005
1197,1198,N 83RD ST,0.12603623,,,Neighborhood Greenway,0.0,,CITYWIDE,15940.0,608.0,,,"(47.68911248500007, -122.34721638099995)",665.4713197000001,530330028004,Blkgrp 0028004
1198,1199,N 90TH ST,0.06392456,,,Neighborhood Greenway,0.0,,CITYWIDE,16002.0,561.0,,,"(47.694216863000065, -122.35533949699999)",337.52167579999997,530330017012,Blkgrp 0017012
1199,1200,SW 104TH ST,0.0648933,,,Neighborhood Greenway,0.0,,LOCAL,21620.0,789.0,,,"(47.51005339200003, -122.38437773599998)",342.63660269999997,530330120002,Blkgrp 0120002
1200,1201,28TH AVE NW,0.0481036,,,Neighborhood Greenway,0.0,,LOCAL,4152.0,207.0,,,"(47.67875845400005, -122.39297121199996)",253.9869889,530330032001,Blkgrp 0032001
1201,1202,29TH AVE,0.06977845,,,Neighborhood Greenway,0.0,,CITYWIDE,4266.0,213.0,,,"(47.607994362000056, -122.29490756699994)",368.4302289,530330088002,Blkgrp 0088002
1202,1203,FUHRMAN AVE E,0.07097706,,,Neighborhood Greenway,0.0,,CITYWIDE,10579.0,426.0,,,"(47.65157827200005, -122.32127525699997)",374.68458430000004,530330061001,Blkgrp 0061001
1203,1204,N 60TH ST,0.04788565,,,Neighborhood Greenway,0.0,,CITYWIDE,15733.0,165.0,,,"(47.67244083700007, -122.35535576499996)",252.83625640000002,530330035003,Blkgrp 0035003
1204,1205,11TH AVE SW,0.05305275,,,Neighborhood Greenway,0.0,,CITYWIDE,1475.0,106.0,,,"(47.53405330700008, -122.34927448599996)",280.1185125,530330108001,Blkgrp 0108001
1205,1206,3RD AVE W,0.04078777,,,Neighborhood Greenway,0.0,,CITYWIDE,4555.0,270.0,,,"(47.637169275000076, -122.36096166799996)",215.35943659999998,530330068002,Blkgrp 0068002
1206,1207,NE 68TH ST,0.05000977,,,Neighborhood Greenway,0.0,,LOCAL,17335.0,640.0,,,"(47.67761189700008, -122.30982357899995)",264.0516074,530330026003,Blkgrp 0026003
1207,1208,59TH ER AVE SW,0.08220264,,,"In Street, Minor Separation",0.0,,LOCAL,166287.0,315.0,,,"(47.57502768400008, -122.40805406199996)",434.02696430000003,530330097011,Blkgrp 0097011
1208,1209,25TH AVE NE,0.12520974,,,Neighborhood Greenway,0.0,,LOCAL,3745.0,196.0,,,"(47.717503872000066, -122.30183401899995)",661.107434,530330007003,Blkgrp 0007003
1209,1210,E DENNY WAY,0.06086362,,,Neighborhood Greenway,0.0,,CITYWIDE,13963.0,424.0,,,"(47.618505534000064, -122.30738377799997)",321.3599215,530330079005,Blkgrp 0079005
1210,1211,8TH AVE NE,0.04965884,,,Neighborhood Greenway,0.0,,LOCAL,8330.0,341.0,,,"(47.68966407800008, -122.32029717499995)",262.1986735,530330027001,Blkgrp 0027001
1211,1212,S HENDERSON ST,0.02557766,12/31/2007 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,487419.0,733.0,,,"(47.52331385300005, -122.27757383399995)",135.0500354,530330117001,Blkgrp 0117001
1212,1213,24TH AVE S,0.05734248,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,3634.0,0.0,,,"(47.58632022200004, -122.30161911299996)",302.7682709,530330095002,Blkgrp 0095002
1213,1214,35TH AVE SW,0.10001502,,,"In Street, Major Separation",0.0,,CITYWIDE,5471.0,248.0,,,"(47.533363088000044, -122.37662175399998)",528.0793169,530330115003,Blkgrp 0115003
1214,1215,N 135TH ST,0.12609156,,,Neighborhood Greenway,0.0,,LOCAL,15183.0,366.0,,,"(47.72685955500003, -122.34501703699999)",665.7634499,530330004011,Blkgrp 0004011
1215,1216,NE 70TH ST,0.02624593,,,Neighborhood Greenway,0.0,,LOCAL,17405.0,228.0,,,"(47.67941480700006, -122.293082132)",138.5785198,530330038001,Blkgrp 0038001
1216,1217,32ND AVE W,0.12543339999999997,,,Neighborhood Greenway,0.0,,CITYWIDE,5091.0,233.0,,,"(47.65587043700003, -122.39823125699996)",662.2883645,530330057006,Blkgrp 0057006
1217,1218,S COLUMBIAN WAY,0.03610965,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,19696.0,719.0,,,"(47.56200430300004, -122.31106983099994)",190.6589304,530330100012,Blkgrp 0100012
1218,1219,S ROYAL BROUGHAM WAY,0.18653687,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21215.0,768.0,,,"(47.592395217000046, -122.33326238899997)",984.7472405999999,530330093002,Blkgrp 0093002
1219,1220,LANHAM PL SW,0.14233416,,,Neighborhood Greenway,0.0,,LOCAL,351299.0,230.0,,,"(47.54666044900006, -122.37321944499996)",751.5243859,530330107022,Blkgrp 0107022
1220,1221,42ND AVE SW,0.12502666,,,Neighborhood Greenway,0.0,,LOCAL,6604.0,280.0,,,"(47.552091166000025, -122.38557738799994)",660.1407409,530330105002,Blkgrp 0105002
1221,1222,56TH AVE S,0.05019165,,,Neighborhood Greenway,0.0,,LOCAL,7757.0,312.0,,,"(47.49870803300007, -122.26273037399994)",265.0119277,530330119004,Blkgrp 0119004
1222,1223,NE 125TH ST,0.023859099999999998,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,16479.0,622.0,,,"(47.71974505000003, -122.31813230799997)",125.94603740000001,530330002005,Blkgrp 0002005
1223,1224,32ND AVE NW,0.02195445,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,4986.0,229.0,,,"(47.67483500600008, -122.39837874699998)",115.9194855,530330032006,Blkgrp 0032006
1224,1225,1ST AVE,0.08208382,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,1021.0,155.0,,,"(47.61691833900005, -122.35250654099997)",433.40257460000004,530330080015,Blkgrp 0080015
1225,1226,EAST MARGINAL WAY S,0.15033792,,,Multi-use Trail,0.0,,CITYWIDE,14393.0,464.0,,,"(47.564499796000064, -122.33943917599998)",793.7841232999999,530330093003,Blkgrp 0093003
1226,1227,SW ADMIRAL WAY,0.06419367,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21703.0,792.0,,,"(47.58118608600006, -122.38517250199999)",338.9425835,530330096002,Blkgrp 0096002
1227,1228,4TH AVE,0.05790167,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,6121.0,298.0,,,"(47.60251993800006, -122.32964538299996)",305.72081099999997,530330081002,Blkgrp 0081002
1228,1229,BROADWAY,0.04809168,12/31/2009 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,9435.0,0.0,,,"(47.604530692000026, -122.32074489599995)",253.9240626,530330086002,Blkgrp 0086002
1229,1230,35TH AVE NE,0.08071335,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,5392.0,243.0,,,"(47.71327894500007, -122.29083011099999)",426.16646849999995,530330007002,Blkgrp 0007002
1230,1231,FAUNTLEROY WAY SW,0.18603912,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10412.0,476.0,,,"(47.53496876100007, -122.39265393099998)",982.2865354,530330116006,Blkgrp 0116006
1231,1232,HARVARD AVE E,0.06106144,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10861.0,386.0,,,"(47.647826774000066, -122.32210082799998)",322.4043828,530330061001,Blkgrp 0061001
1232,1233,YAKIMA AVE S,0.07952482,,,Neighborhood Greenway,0.0,,CITYWIDE,13731.0,865.0,,,"(47.59446319600005, -122.29437576499998)",419.89103610000006,530330089002,Blkgrp 0089002
1233,1234,4TH AVE,0.08067677,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,6137.0,297.0,,,"(47.61306259500003, -122.34003289799995)",425.9733477,530330072001,Blkgrp 0072001
1234,1235,PHINNEY AVE N,0.01839464,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,163182.0,679.0,,,"(47.66501938000005, -122.35395996399996)",96.93859998,530330049001,Blkgrp 0049001
1235,1236,14TH AVE NW,0.04706072,,,"In Street, Major Separation",0.0,,LOCAL,1904.0,127.0,,,"(47.67527370600004, -122.37357159599998)",248.4806136,530330033003,Blkgrp 0033003
1236,1237,7TH AVE S,0.05795357,,,Neighborhood Greenway,0.0,,LOCAL,8210.0,336.0,,,"(47.596672184000056, -122.32376028099998)",305.9948291,530330091002,Blkgrp 0091002
1237,1238,EAST GREEN LAKE WAY N,0.14010884,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,14074.0,458.0,,,"(47.672184093000055, -122.33762007199999)",739.6820650000001,530330046001,Blkgrp 0046001
1238,1239,NE 42ND ST,0.02610976,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,16777.0,301.0,,,"(47.65770008100003, -122.32679170399996)",137.859552,530330052003,Blkgrp 0052003
1239,1240,NW 62ND ST,0.04967786,,,Neighborhood Greenway,0.0,,LOCAL,18545.0,390.0,,,"(47.67401740500003, -122.35745225299996)",262.1538933,530330035002,Blkgrp 0035002
1240,1241,S ROXBURY ST,0.05443398,,,"In Street, Minor Separation",0.0,,LOCAL,21198.0,765.0,,,"(47.51683579000007, -122.26744867899998)",287.4114278,530330118003,Blkgrp 0118003
1241,1242,NE 75TH ST,0.05385364,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,17509.0,369.0,,,"(47.683098537000035, -122.31643391799997)",284.34721310000003,530330026004,Blkgrp 0026004
1242,1243,2ND AVE,0.08067751,12/31/2014 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,2756.0,215.0,,,"(47.60729905900007, -122.33708679799997)",425.97723319999994,530330081001,Blkgrp 0081001
1243,1244,21ST AVE E,0.13452101,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,3115.0,430.0,,,"(47.62865681800008, -122.30475607099999)",710.2709277,530330064003,Blkgrp 0064003
1244,1245,8TH AVE NW,0.12502245,,,Neighborhood Greenway,0.0,,LOCAL,8434.0,346.0,,,"(47.72147935900006, -122.36636578399998)",660.1185439,530330005003,Blkgrp 0005003
1245,1246,STEWART ST,0.06099383,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,12908.0,785.0,,,"(47.61694494300008, -122.33271816499996)",322.0474458,530330073002,Blkgrp 0073002
1246,1247,YESLER WAY,0.04789901,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,13762.0,676.0,,,"(47.60172188000007, -122.33389883199999)",252.9067412,530330081001,Blkgrp 0081001
1247,1248,GILMAN AVE W,0.07106660000000001,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10638.0,492.0,,,"(47.65587141100008, -122.38647924699995)",375.2291248,530330058013,Blkgrp 0058013
1248,1249,24TH AVE SW,0.12649371,,,Neighborhood Greenway,0.0,,LOCAL,3537.0,193.0,,,"(47.52468686900005, -122.36317726299995)",667.8867635,530330114012,Blkgrp 0114012
1249,1250,35TH AVE NE,0.06669145,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,5366.0,244.0,,,"(47.687475359000075, -122.290623961)",352.1308664,530330024003,Blkgrp 0024003
1250,1251,6TH AVE NW,0.03200448,,,Neighborhood Greenway,0.0,,LOCAL,7927.0,325.0,,,"(47.660016994000046, -122.36399531099994)",168.9836306,530330048003,Blkgrp 0048003
1251,1252,FREMONT AVE N,0.09538938,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,10487.0,485.0,,,"(47.65134880800008, -122.34993445299995)",503.65591100000006,530330049003,Blkgrp 0049003
1252,1253,NE 47TH ST,0.0499707,,,Neighborhood Greenway,0.0,,CITYWIDE,16888.0,633.0,,,"(47.663163172000054, -122.32508043599995)",263.84531180000005,530330052004,Blkgrp 0052004
